HIP 16368
HIP 17618
HIP 28855
HIP 28899
HIP 29852
HIP 30463
HIP 39184
HIP 41081
HIP 43589
HIP 46225
HIP 46897
HIP 60030
HIP 60044
HIP 60710
HIP 61558
HIP 62541
HIP 62576
HIP 66198
HIP 67143
HIP 68092
HIP 69995
HIP 70915
HIP 72250
HIP 72378
HIP 72552
HIP 74100
HIP 75043
HIP 78893
HIP 79005
HIP 79280
HIP 80460
HR 6113
HIP 80953
HIP 81126
HIP 81290
HR 6185
HIP 85822
HIP 37322
HIP 65198
HIP 813
HIP 1191
HIP 1366
HIP 1647
HIP 2381
HIP 2505
HIP 2548
HIP 2912
HIP 3300
HIP 3478
HIP 3741
HIP 3881
HIP 4436
HIP 5131
HIP 5132
HIP 5310
HIP 5348
HIP 5361
HIP 5518
HIP 5626
HIP 7345
HIP 8016
HIP 8704
HR 545
HIP 9312
HIP 9564
HR 604
HIP 10320
HIP 10670
HIP 10732
HIP 11345
HIP 12332
HIP 12706
HIP 12719
HIP 12803
HIP 13165
HIP 13202
HIP 13209
HIP 13327
HIP 13717
HIP 13879
HIP 14043
HIP 14143
HIP 14293
HIP 14576
HIP 14764
HIP 14862
HIP 15110
HIP 15338
HIP 15404
HIP 15444
HIP 16147
HIP 16210
HIP 16244
HIP 16285
HIP 16322
HIP 16340
HIP 16599
HIP 16611
HIP 17457
HIP 17527
HIP 17563
HIP 18141
HIP 18396
HIP 18724
HIP 18788
HIP 18805
HIP 19799
HIP 19949
HIP 19968
HIP 20156
HIP 20264
HIP 20380
HIP 20430
HIP 20507
HIP 20579
HIP 20789
HIP 21819
HIP 21928
HIP 22028
HIP 22509
HIP 22833
HIP 22840
HIP 22913
HIP 22958
HIP 23362
HIP 23364
HIP 23916
HIP 24244
HIP 24327
HIP 24505
HIP 24902
HIP 25048
ADS 3962 AB
HIP 25143
HIP 25280
HIP 25281
HIP 25555
HIP 25608
HIP 25695
HIP 25790
HIP 25813
HIP 26063
HIP 26093
HIP 26126
HR 1880
HIP 26563
HIP 27100
HIP 27321
HIP 27713
HIP 28691
HIP 28756
HIP 28910
HIP 29150
HIP 29151
HIP 29735
HIP 29997
HIP 30069
HIP 30666
HIP 30788
HIP 31278
HIP 31362
HIP 31434
HIP 32474
HIP 32607
HIP 33372
HIP 33575
HIP 34769
HIP 35180
HIP 35341
HIP 36393
HIP 36760
HIP 36812
HIP 36917
HR 2948
HIP 37297
HIP 37450
HIP 38538
HIP 38593
HIP 38846
HIP 39095
HIP 39236
HIP 39567
HIP 39847
HIP 39906
HIP 40429
HIP 40706
HIP 40881
HIP 41039
HIP 41307
HIP 42090
HIP 42129
HIP 42313
HIP 42334
HIP 43142
HIP 44127
HIP 44307
HIP 45336
HIP 45344
HIP 45688
HIP 46283
HIP 47006
HIP 47175
HIP 50303
HIP 50860
HIP 51362
HIP 51685
HIP 52422
HIP 52457
HIP 52638
HIP 52678
HIP 52736
HIP 52911
HR 4259
HIP 54849
HIP 55266
HIP 56034
HIP 56633
HIP 57328
HIP 58590
HIP 58720
HIP 59394
HIP 59449
HIP 59819
HIP 60009
HIP 60595
HIP 60957
HIP 61622
HIP 63724
HIP 63945
HIP 65477
HIP 65728
HIP 66249
HIP 66634
HIP 66798
HIP 66821
HIP 67194
HIP 67782
HIP 68520
HIP 70327
HIP 70384
HIP 70400
HR 5476
HIP 71865
HIP 71974
HIP 72104
HIP 72154
HIP 73049
HR 5605
HIP 74117
HIP 74689
HIP 75178
HIP 75304
HIP 76267
HIP 76600
HIP 76852
HIP 77233
HIP 77336
HIP 77516
HIP 77562
HIP 77635
HIP 77858
HIP 78105
HIP 78106
HIP 78554
HIP 78820
HIP 78821
HIP 78918
HIP 79007
HIP 79199
HIP 79387
HIP 79404
HIP 79653
HIP 80815
HIP 80883
HIP 80991
HIP 81641
HIP 82350
HIP 82673
HIP 83635
HIP 84606
HIP 85290
HIP 85379
HIP 85385
HIP 85537
HIP 85727
HIP 85922
HIP 85998
HIP 86019
HIP 86782
HIP 87108
HIP 88116
HIP 88290
HIP 88818
HIP 88817
HIP 89156
HIP 89935
HIP 90052
HIP 90762
HIP 90887
HIP 91118
HIP 91875
HIP 92027
HIP 92312
HIP 92728
HIP 92855
HIP 92946
HIP 93225
HIP 93393
HIP 93580
HIP 93713
HIP 93747
HIP 93805
HIP 94620
HIP 94720
HIP 95241
HIP 95560
HIP 95619
HIP 95853
HIP 96288
HIP 96840
HIP 97376
HIP 97496
HIP 97870
HIP 97966
HIP 98055
HIP 98194
HIP 98325
HIP 99080
HIP 99742
HIP 100069
HIP 100221
HIP 100881
HIP 100907
HIP 101123
HIP 101589
HIP 101716
HIP 101867
HIP 101909
HIP 102253
HIP 102487
HIP 103298
HIP 104019
HIP 104105
HIP 104139
HIP 104365
HIP 105140
HIP 105282
HIP 105891
HIP 105942
HIP 105966
HIP 105972
HIP 106711
HIP 106786
HIP 107517
HIP 107608
HIP 108294
HIP 108339
HIP 109056
HIP 109139
HIP 109521
HIP 109693
HIP 109831
HIP 110838
HIP 110935
HIP 111056
HIP 111068
HIP 111169
HIP 111841
HIP 112029
HIP 113788
HIP 114520
HIP 114822
HIP 115115
HIP 116247
HIP 116582
HIP 116611
HIP 116631
HIP 116805
HIP 116971
HIP 117089
HIP 117371
HIP 117452
HIP 118121
HIP 118243
HIP 21589
HIP 21683
